text,crowd_label,conf0,conf1,conf2
"ron shelton appears to understand two things better than any other contemporary film-maker : sports , and kevin costner . put a sports movie in the hands of almost any other director , and you get the feeling that they're just biding their time until the big climactic game/fight/match ; put kevin costner in the hands of almost any other director , and you find the thin-voiced actor placed in the uncomfortable position of playing commanding and heroic . when the two men joined forced previously , for 1988's bull durham , the result was one of the best and funniest sports films ever , and probably costner's best performance ever . that casually charming costner is re-born in tin cup , yet another superior shelton sports film overflowing with pleasures . there are a lot of kevin costner bashers out there -- i have been known to be one of them -- who have forgotten that he became a star in films like bull durham and field of dreams which allowed him to be warm , funny and approachable . that is too bad , but it happened because costner himself and plenty of other directors forgot , too . tin cup is a reminder of costner at his best , boyishly handsome and with an equally boyish temperament , and he has so much effortless fun playing roy that it is nearly impossible not to have fun with him . he is like a little league player who never out-grew little league , always swinging for the fences and always eager to please . costner manages to make immaturity incredibly endearing . shelton has given costner a great character to work with , and has fashioned a great story around that character . bull durham was so authentic in its detail about minor league baseball that it was easy to overlook the fact that shelton made a film that wasn't just about baseball . it was about playing a game because you loved it so much you couldn't imagine doing anything else , and the frustration of seeing a player with less love ( tim robbins' nuke laloosh ) have so much more talent . roy's problem is that he understands all too well that fans don't watch professional sports to see the steady hitter , the guy who runs the precise receiving route , or the guy who can make all his free throws ; they watch to see the home run hitter , the flashy runner , or the 360 degree dunk . that is what makes a ron shelton sports movie better than anyone else's sports movies : he has a better understanding of the way fans and players think . he also knows how to create scenes which sing with unexpected wit . shelton also gives his actors subtly eccentric characters to play , with tremendous results . only the leisurely , golf-like pace of tin cup proves troubling -- at 135 minutes , it has a few too many dead spots , and a rather unnecessary tangent involving roy's stripper ex-girlfriend . but by the time tin cup ends , those moments will have been forgotten . you'll be thinking about how smartly and cleverly ron shelton can write a sports film , how good kevin costner can be in them , and how many sports might be left on which they can collaborate . ",1,0.0,1.0,1.6872089234899999e-21
"starring : william sadler , billy zane , jada pinkett , cch pounder , dick miller , the voice of john kassir director : ernest dickerson producer : gilbert adler screenplay : ethan reiff & cyrus voris & and mark bishop cinematography : rick bota music : ed shearmur and danny elfman released by universal pictures as a made-for-hbo television series based on a defunct 1950s comic book , tales from the crypt has had its share of witty , clever , and entertaining episodes . true , the segments invariably tend towards the macabre , but what else would you expect from something with that sort of title ? now , with demon knight , tales from the crypt makes the jump to the big screen ( not that this has stopped its pay tv run ) . for those that don't subscribe to hbo , this may be their first exposure to the crypt keeper and his gallery of grotesque stories . frankly , it's a terrible introduction . horror movies are supposed to be scary--or , at the very least , a little shocking . unfortunately , the only frightening thing about demon knight is that universal chose to release it . this film is bad . it's not funny , it's not intelligent , and it lacks just about every quality that makes the occasional episode of tales from the crypt worth sitting through . there isn't much of a plot . the setting is a gothic boarding house ( or boring house , if you prefer ) . demon knight's special effects are passable , but the same can't be said of the work done by the makeup artists . blood , gore , and various ghastly wounds all look especially cheesy , and the supposedly-horrifying demons are reminiscent of a cross between spitting image puppets and refugees from the alien movies . there are occasions when pinkett and zane almost make this film worth watching . these two appear to be enjoying themselves , and their sense of fun is infectious . it doesn't last long , though . energy and enthusiasm can't sustain this sort of mess . since tales from the crypt is a half-hour program , it might have been reasonable to expect the motion picture version to string together three typical episodes . instead , the producers opted to make a single- story feature . if nothing else , this choice emphasizes a lesson . good entertainment stretched to three times its natural length is rarely three times better , but bad entertainment dragged out that long will typically be three times worse . in the case of demon knight--which probably doesn't have ten minutes of worthwhile material--such a statement could be regarded as infinitely kind . ",0,0.996343005686,8.850939504919996e-130,0.00365699431401
"contact is likely to change a lot of perceptions -- not only about the role of humankind in the universe , but about what special effects can do for a movie when they're used in the service of a story , rather than the other way around . contact is that rare big-budget motion picture that places ideas , characters , and plot above everything else . the film takes the richness of astronomer carl sagan's bestselling 1985 novel and re-invents it for the screen , retaining all the power and fascination of the book while adding a visual aspect that will not disappoint devoted fans . contact is as close as recent hollywood productions have come to a perfect example of cinema . all the elements are not only in place , but effectively realized . this is the kind of motion picture that restores one's faith in what can be produced when a large budget is used wisely . the participation of a superlative cast and crew doesn't always guarantee success , but , in this case , the high expectations have been met . the film is directed and co-produced by robert zemeckis , whose last effort was 1994's box office smash , forrest gump . as an on-again/off-again amateur astronomer , one of the first things i noticed about the film was its technical accuracy . this is undoubtedly the result of sagan's influence . all the details are correct ( at least as far as i was able to determine ) ; there are none of the movie cop-outs that film makers occasionally resort to in order to lower the intelligence level of the script . contact is believable in part because it doesn't replace true science with vague terms and gobbledygook . in his novel , sagan was careful to make everything , even the most farfetched parts , theoretically feasible . although the movie changes and condenses significant aspects of the original material , it remains true to this vision . contact opens with an unforgettable sequence that takes the viewer on a tour of the universe . it starts out in a familiar corner of space , with earth filling the screen . it's an amazing trip that only takes several minutes , but presages the wonders that contact's final half-hour holds for the viewer . although contact is rightfully being billed as the story of humanity's first encounter with an extraterrestrial life form , at its heart , it's really more about ellie and her quest for meaning in life . in her own words : "" for as long as i can remember , i've been searching for some reason why we're here -- what we're doing here , who are we ? "" ellie's trajectory places her on a collision course with answers to those questions , and it's the development of her character , and the resolution of this particular aspect of the story , that makes for a satisfying conclusion . in the end , the science fiction elements become subordinate to the personal ones . in its own unique way , contact offers a little bit of almost everything : drama , romance , suspense , and science fiction . it touches the emotions and the intellect . there are glorious special effects , wonderful acting , and a couple of impressive pyrotechnic displays . the plot contains the most believable approach to this subject matter ever presented in a movie . as he did in forrest gump , robert zemeckis makes excellent use of special effects . the standout sequences are those that take place in deep space and give us an awe-inspiring perception of how incredibly vast the universe is . but digital trickery , both subtle and obvious , is used on other occasions , as well . by carefully editing clips of clinton speeches and using a little creative dubbing , zemeckis makes it seem like the president is directly addressing the specific situations that arise during the course of contact . the cast is strong . tom skerritt and james woods take what could have been one-dimensional characters and develop them into something more . we don't exactly sympathize with them , but we understand their viewpoints . but the star of the film is jodie foster , who brings all of her considerable ability to the part of ellie , and infuses the character with passion , intelligence , and courage . foster deserves another oscar nomination for her work here . instead , in different ways , this movie recalls some of the best science fiction films . in fact , contact can stand on the same level as these and many other classics , and that is one definition of a great movie . if contact falls short in any area , it's an inability to fully develop all of its many subplots , but , given the time limitations of the medium ( the running length is already 2 : 30 ) , that's understandable . this is one of 1997's finest motion pictures , and is a forceful reminder that hollywood is still capable of making magic . "" as far as the filmmaking process is concerned , stars are essentially worthless - and absolutely essential . "" -- william goldman ",1,0.0,1.0,1.2662356692299998e-76
"the neon bible is a innovative film by terence davies , who did the acclaimed distant voices , still lives . the neon bible has a highly confusing narrative but with much technical brilliance underneath . it is a hard picture to describe since it is a collage of images from a boy's past . the movie is shown in flashbacks . the acting is passable . rowlands is the best of the lot , but below average for her . scarwid is over the top and not believable . my biggest problem is with tierney who approaches the character of david with such detachment . rarely does he waste time showing any emotion and yet , this is david's life we are seeing so you would expect more animation . quite a boring performance . many scenes have little or no dialog . it is the sort of show that has you staring for a long time trying to figure out where the show is going and why . i did not know the show's length and actually thought it was ending after half an hour . after one hour into the show , the picture begins to make some sense , but never comes together . at the end , i found myself thinking what a mess , but yet there are many magical and special parts of this disappointing movie . let's not waste any more time on what is wrong with the neon bible . there are technical aspects so special that were they in a better film , they could have been spectacular . let me cite just three examples . second , the scene transitions frequently start high up , like in the stars , and then move down slowly into the scene like a memory might start in your subconscious and then slowly form . editor charles rees deserves some of the credit too for the magical transitions . in the press kit , davies discusses the look of the film . i especially liked the nehi drink signs on the stores . you could get one of those for a nickel and for fifteen cents more you could have a hamburger too . the dialog , when there is any , does have a few good lines . they used to say in school , 'you have to think for yourself , ' but you couldn't do that in town . you have to think what your father thought and that was what everybody thought . "" i will be happy if someday writers describing the south of that era will not feel obligated to include a ku klux klan scene as this one did . i grew up in the south just after this time , and i never saw a kkk rally in my entire life , and i don't know anybody that ever has . yes , they happened , but they were fairly rare . writers should not feel obliged to include them , especially as the scene here is superfluous to the story . the neon bible runs 1 : 31 . i do not believe film is rated . there is no sex , nudity , or bad language that i can remember . there is a mild amount of violence . except for a single brief violent scene , it would probably get a pg rating . as it stands , i think it is pg-13 material . the show will bore most kids , but any kid over say 8 or 9 should be able to watch it . i sat there with my mouth agape in most of the show so i certainly can not recommend it , but for its technical brilliance i do give it * * . * * * * = one of the top few films of this or any year . a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = one of the worst films of this or any year . totally unbearable . review written on : june 29 , 1996 opinions expressed are mine and not meant to reflect my employer's . ",2,0.250806984228,5.993538597979999e-40,0.7491930157719999
""" i'm still a pig , and you're still a human vacuum cleaner . "" yes , it's been two decades , but the original odd couple , walter matthau as oscar and jack lemmon as felix , are back again in the odd couple ii . seen last , and better , in last year's out to sea , these two old troopers and real-life buddies clearly enjoy every minute of their time together . their joy in their work is so infectious that the picture , with its recycled jokes , becomes more enjoyable than it has any right to be . matthau gets the verbal humor , and lemmon the physical . the lines are so lame that they would fall flat if delivered by most comedians , and even matthau has trouble with such limp material . as felix , lemmon can be annoying with his repetitive , bad throat joke that is about as much fun as fingernails scraping on a blackboard . when the two are together in what feels like ad libbing , the movie really starts to click . the movie's best visual has them hitching a ride with a rich elderly gentleman in an antique car that goes so slow that joggers and even fast walkers easily pass them by . the scene's end could be considered in poor taste , but it does work in the context of the story . "" there's more to life than a job , a dinner alone and a tv show , "" felix says , explaining to oscar why he enjoyed their adventure despite all their disasters . and the audience shares vicariously in their silly little episodes . it is rated pg-13 for brief strong language and would be fine for kids around ten and up . ",2,0.00128019817258,0.007166761189720001,0.9915530406380001
"in his third outing as bond , roger moore becomes totally comfortable with his role and puts his own relaxed style into the part . his dark blue double breasted tuxedo fits so perfectly that he seems to have worn it and the bond role since birth . is there no end to bond's skills ? q , too , comes through as always , this time with an unlikely gadget of a killer tea tray . nothing less than armageddon -- not to be confused with this coming summer's blockbuster movie , armageddon , in which bruce willis will save planet . continuing in the grand bond tradition , much of the movie is filmed in exotic locals , this time amid the alabaster-colored stone of the sphinx and other massive egyptian monuments , as well as in the surrounding deserts . the movie's theme song as well as bond's famous theme add up to a musically pleasurable experience . and to remind us of another great film set in the desert , as 007 and xxx head off walking in the wilderness , the theme from lawrence of arabia comes up loudly . although barbara bach's acting as xxx may make you yearn for the tougher female leads like honor blackman as goldfinger's pussy galore , you have to appreciate bach's grace and beauty , especially in her seductive and low-cut , tight-fitting gowns . and be reassured that barbara bach is certainly someone whose body looks like it may generate some considerable heat . bond drives the car off a pier and pushes the button that neatly retracts the wheels and turns it into a sub , one which looks like it might be featured in the neiman marcus christmas catalog for the superrich . ingenuity is one of the hallmarks of the bond films . in this one , the way james figures a way into an impregnable control room is quite imaginative . in another variation on the traditional bond ending , our hero and heroine end up conveniently in a floating circular bed with white cushions and a properly chilled bottle of 1952 dom perignon . being international spies does have its rewards -- for men and women alike . the spy who loved me runs 2 : 05 . it is rated pg for sexual innuendo and comic violence and would be fine for kids around nine and up . my son jeffrey , almost 9 , liked it although he preferred moore's previous bond film , the man with the golden gun . he didn't like the character jaws in this one because he was too "" undefeatable . "" ",2,5.83211650626e-31,0.05230058836299999,0.947699411637
"inauspicious beginnings have doomed many a film . so it is with first time director jeb stuart's switchback . switchback opens with the classic a-stranger-is-in-the-house scene so popular in slasher movies and cheap thrillers . and to make sure that he hooks the audience , stuart , who wrote the script for switchback as well as much better films such as the fugitive , carefully includes a child endangerment aspect to the opening . quaid , who frequently has trouble demonstrating much dynamic range as actor , approaches his role in this film with a singleness of purpose . and his terse elocution borders on parody . absent his performance and with a director more adept at staging scenes , the movie would have been much better . the supporting cast almost carries the show . bob goodall , the car's owner , has decorated every inch of his automobile with pictures of naked women -- even the seat belts are covered . then again , one learns in films of this caliber never to discount the minor character or even the one not yet seen as the killer . switchback runs too long at 2 : 01 . it is rated r for violence , profanity , and pinup pictures . the film would be fine for most teenagers . ",2,0.0591173186239,3.49621385863e-40,0.9408826813760001
"it is an iranian film about the preparations for the coming persian new year . the movie is told in almost real time and starts one and a half hours before the beginning of the new year when the people in teheran are in a frenzy making sure that everything is ready . excitement is in the air . it was at this point in the show that my guilt began . how could i not be liking a show that was trying so hard ? clearly director jafar panahi was doing his best to craft a sweet little slice of life piece , and here he had gotten himself a girl that has no screen presence and more over was about as much fun to listen to as someone scraping their fingers down a blackboard . playing a role of the little girl that everyone wished would go away , she could do , but here so was supposed to be the charming lead character . aida mohammadkhani plays razieh as a very unsympathetic character . oh well , i though , the mother is sweet and the brother is not too bad , perhaps the only flaw , albeit a large one , will be the miscast lead . soon i was to find another aspect of the story as infuriating as aida mohammadkhani's performance , namely the show's sound by said ahmadl and mojtaba mortazavi . rarely is it that the sound becomes a big detraction , but it is in the white balloon . striving for authenticity , i guess , the director has background sounds frequently drowning out the actors . now , loud music is one thing , but the audience has to endure a cacophony of obnoxious traffic noises , radio talk shows blasting out from hidden boom boxes , and most irritatingly of all , off screen people , especially the unseen older brother inside the house , yelling at other people . it made me want to escape the theater and go sit in some peaceful spot to give my ears a rest . not a pleasant time . the script by abbas kiarostami is minimalist and is need of a rewrite . we are left with a story that works or doesn't solely based on the intrinsic charm of the lead character . so what is good about the show ? mohsen kafili and fereshteh sadr orfani deliver nice performances . the music , when it is there , is quite pleasant . most of all , i give the producer ( kurosh mazkouri ) a lot of credit for attempting such a sweet little tale . it is too bad the execution is so flawed . as a critic , there is nothing worse than having to give a thumbs down to something that you want desperately to like , but can not . it is oh so much easier to err on the side of grade inflation . giving movies thumbs down has the potential for generating a plethora of complaining letters ranging from polite disagreements to diatribes . if you overpraise a movie , all you get is silence . when i confessed that i did not like forest gump , burnt by the sun , and the birdcage , i got a wide range of letters , but most people claimed it proved how stupid i was not to have liked the movie since they and the rest of known world liked it , end of argument . as somerset maugham said , "" people ask you for criticism , but they only want praise . "" the white balloon runs 1 : 25 , but feels a lot longer . it is in farsi with english subtitles . it has no mpaa rating , but would probably be g . the show would be fine for kids of all ages , but i suspect most will be as bored with it as i was . i can not recommend this attempt at a sweet little tale , but i give the film * 1/2 for trying hard and for a couple of decent performances by the mother and the younger brother . actually , i fear that i getting too softhearted , and * 1/2 may be too generous . * * * * = one of the top few films of this or any year . a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = one of the worst films of this or any year . totally unbearable . opinions expressed are mine and not meant to reflect my employer's . ",0,0.999388793746,4.1849235006599997e-109,0.000611206253713
"the show is a rich tapestry of subjects and contrasting opinions . you know man , that's what they do best . "" his parting words to george are , "" i wouldn't expect you to drive to a ku klux klan rally . "" perhaps the best part of the film is the lack of conclusions . other than the one sided view of republicans , other issues are introduced and pondered , but the film does not attempt to lead the viewer to any particular point of view . the script by reggie rock bythewood seems happy just to be able to bring all of the subjects up . as in most spike lee movies , there is a lot of music and singing . their washington journey starts off full of high energy and fun . there is even the obligatory fistfight , which i could have done without . his come on line is , "" i've always heard that dallas has the finest honeys on the planet . "" he sees this as natural male behavior whether single or married and argues with his fellow men , "" you tell me what men who like women wouldn't want a little something on the side ? "" this is film with so many people in it , it is easy to lose track . most of the show is a talkfest heading no place in particular . in a meandering show , toward the finish it takes a dramatic and unexpected turn . this is quite well done , but spike lee then throws on several extra endings which are only redundant . there is one serious problem with the show . the prints of elliot davis's cinematography have major color problems . there are two long sequences , one lasting ten minutes where the color is so far off that you would refuse to pay for the processing if some lab did this to your film . it is my understanding that this is not some problem with just the print that i saw , but that it is a general problem and an artifact of rushing the show to the theaters in time for the march's anniversary . as a film critic , i see a lot of very low budget pictures including ones where everything is financed on the filmmaker's visa card . none of them have had severe color problems like this picture . the studio should be ashamed of themselves for letting it out in this shape . it is rated r for the some bad language . there is no sex , nudity , or violence . the film would be fine for any teenager . i recommend the picture to you and give it * * 1/2 . * * * * = one of the top few films of this or any year . a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = one of the worst films of this or any year . totally unbearable . opinions expressed are mine and not meant to reflect my employer's . ",2,0.0261042079332,3.701880978039999e-88,0.9738957920669999
"full of marvelously creative and colorful images and energetic music , the movie represents the extended rock video approach to filmmaking . the images are casually and confusingly assembled into a musical montage a la mtv . after this fairy tale is sprinkled on , the story quickly shakes off the pixie dust and moves back into a more traditional storyline . the movie then skips back in time again to examine brian's life . the movie makes much of his bisexuality , with orgies of groupies being common . a complete opposite , curt exudes raw masculinity and likes nothing better than taking off his clothes on stage to shock his fans . curt wears tight-fitting jeans without a shirt , whereas the effeminate brian favors long , flowing gowns and bright , psychedelic colors . the film periodically develops pretentious streaks as it attempts to find meaning in its subjects . the implication is that morals are unimportant if his star can develop sufficient fame . the energetic film is full of good music , even mahler's 6th makes several appearances , but comes to a grinding halt in the last half hour as it decides to get serious . only as a colorful rock video does the film succeed . the dialog and the storyline are merely distractions . even with its limitations as a motion picture , at least velvet goldmine is exceedingly picturesque . it is rated r for strong sexual content , nudity , profanity and drug usage and would be unacceptable for most teenagers . ",0,0.779171112146,3.3099951836799995e-39,0.22082888785399998
