text_id,gold_label,GLAD_label,GLADconf0,GLADconf1,GLADconf2,GLADconf3,GLADconf4,GLADconf5,GLADconf6,GLADconf7
0,0,0,0.999781347674,9.3815078757e-06,8.44064384702e-05,9.3815078757e-06,9.3815078757e-06,8.73383485491e-05,9.3815078757e-06,9.3815078757e-06
1,1,1,0.000895084757423,0.983886258896,0.0107432325593,0.000895084757423,0.000895084757423,0.000895084757423,0.000895084757423,0.000895084757423
2,0,1,0.318387650675,0.436209504509,0.040900474136,0.040900474136,0.040900474136,0.040900474136,0.040900474136,0.040900474136
3,0,1,0.0154864277177,0.972811893768,0.00195027975235,0.00195027975235,0.00195027975235,0.00195027975235,0.00195027975235,0.00195027975235
4,0,0,1.0,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20
5,0,0,1.0,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20
6,0,0,1.0,7.78460922748e-23,7.78460922748e-23,7.78460922748e-23,7.78460922748e-23,7.78460922748e-23,2.55272881217e-26,7.78460922748e-23
7,0,0,1.0,1.66514418929e-47,1.66514418929e-47,1.66514418929e-47,1.66514418929e-47,1.66514418929e-47,1.66514418929e-47,1.66514418929e-47
8,0,0,0.999998455819,9.11690853878e-08,9.97166094677e-07,9.11690853878e-08,9.11690853878e-08,9.11690853878e-08,9.11690853878e-08,9.11690853878e-08
9,0,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
10,0,0,1.0,2.32425462538e-59,5.23442533171e-60,2.32425462538e-59,2.32425462538e-59,2.32425462538e-59,2.32425462538e-59,2.32425462538e-59
11,0,0,1.0,5.65068737992e-75,1.01698071907e-75,5.65068737992e-75,5.65068737992e-75,5.65068737992e-75,5.65068737992e-75,5.65068737992e-75
12,0,5,0.265318344822,0.0349852830088,0.246825138131,0.0349852830088,0.0349852830088,0.312930102002,0.0349852830088,0.0349852830088
13,0,0,0.401197304425,0.0445310094476,0.0445310094476,0.0445310094476,0.0445310094476,0.33161663889,0.0445310094476,0.0445310094476
14,1,0,1.0,1.332671312e-66,3.06559712279e-67,1.332671312e-66,1.332671312e-66,1.332671312e-66,1.332671312e-66,1.332671312e-66
15,5,0,0.996314638475,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905
16,7,7,0.0249619365011,0.000383372419397,0.000383372419397,0.000383372419397,0.000383372419397,0.000383372419397,0.000383372419397,0.972737828983
17,0,0,1.0,1.332671312e-66,3.06559712279e-67,1.332671312e-66,1.332671312e-66,1.332671312e-66,1.332671312e-66,1.332671312e-66
18,0,0,1.0,3.0497318888e-168,3.0497318888e-168,3.0497318888e-168,3.0497318888e-168,3.0497318888e-168,3.0497318888e-168,3.0497318888e-168
19,0,0,0.999999999996,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13
20,7,7,0.318387650675,0.040900474136,0.040900474136,0.040900474136,0.040900474136,0.040900474136,0.040900474136,0.436209504509
21,0,1,0.0400213633313,0.48409727101,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
22,0,0,0.999989929486,1.43864489738e-06,1.43864489738e-06,1.43864489738e-06,1.43864489738e-06,1.43864489738e-06,1.43864489738e-06,1.43864489738e-06
23,0,0,0.99846704956,0.000252955041478,1.52201910587e-05,0.000252955041478,0.000252955041478,0.000252955041478,0.000252955041478,0.000252955041478
24,1,0,0.96354303855,0.00520813735007,0.00520813735007,0.00520813735007,0.00520813735007,0.00520813735007,0.00520813735007,0.00520813735007
25,0,0,0.999950171785,2.20181076935e-06,2.42013655819e-05,2.20181076935e-06,2.20181076935e-06,1.46177955504e-05,2.20181076935e-06,2.20181076935e-06
26,0,0,1.0,4.00885328108e-65,9.20396800981e-66,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65
27,0,0,1.0,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51
28,0,0,1.0,1.44450025005e-280,2.5955350426e-281,1.44450025005e-280,1.44450025005e-280,1.44450025005e-280,1.44450025005e-280,1.44450025005e-280
29,0,0,0.78168126428,0.0826632093268,0.081764051222,0.0107782950342,0.0107782950342,0.0107782950342,0.0107782950342,0.0107782950342
30,0,2,6.6625030565e-19,6.6625030565e-19,1.0,6.6625030565e-19,6.6625030565e-19,6.6625030565e-19,6.6625030565e-19,6.6625030565e-19
31,0,2,4.50643871615e-05,4.84362988073e-06,0.999925873834,4.84362988073e-06,4.84362988073e-06,4.84362988073e-06,4.84362988073e-06,4.84362988073e-06
32,0,7,0.0400213633313,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.48409727101
33,0,7,3.71067219717e-05,3.98181763249e-06,3.98181763249e-06,3.98181763249e-06,3.98181763249e-06,3.98181763249e-06,3.98181763249e-06,0.999939002372
34,1,0,0.999999999996,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13
35,0,0,0.999999999996,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13
36,0,0,0.999999999934,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12
37,1,0,0.999999999999,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14
38,0,0,0.999999999934,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12,9.4643692063e-12
39,0,0,0.436209504509,0.040900474136,0.318387650675,0.040900474136,0.040900474136,0.040900474136,0.040900474136,0.040900474136
40,3,3,0.0300699204359,0.0300699204359,0.0300699204359,0.237925853629,0.0300699204359,0.211854847108,0.21302994401,0.21690967351
41,1,4,0.202948593523,0.0290432723727,0.0290432723727,0.0290432723727,0.258523704734,0.0290432723727,0.206347392853,0.216007219398
42,0,0,0.401197304425,0.33161663889,0.0445310094476,0.0445310094476,0.0445310094476,0.0445310094476,0.0445310094476,0.0445310094476
43,4,4,0.260101346519,0.246754358951,0.0346524509468,0.0346524509468,0.319882039796,0.0346524509468,0.0346524509468,0.0346524509468
44,1,1,9.83532590767e-14,0.999999999999,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14
45,0,0,0.304248447662,0.266364200075,0.0358972226646,0.0358972226646,0.0358972226646,0.249901238941,0.0358972226646,0.0358972226646
46,1,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
47,1,1,0.381551236415,0.542682419736,0.0441089508312,0.00633147860358,0.00633147860358,0.00633147860358,0.00633147860358,0.00633147860358
48,3,2,0.250078105856,0.263960448927,0.30631779709,0.0359287296254,0.0359287296254,0.0359287296254,0.0359287296254,0.0359287296254
49,0,1,3.38698465693e-257,1.0,7.90656580438e-258,3.38698465693e-257,3.38698465693e-257,3.38698465693e-257,3.38698465693e-257,3.38698465693e-257
50,0,0,0.999999741924,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08
51,0,0,1.0,5.73982263085e-25,5.73982263085e-25,5.73982263085e-25,5.73982263085e-25,5.73982263085e-25,5.73982263085e-25,5.73982263085e-25
52,0,0,1.0,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51
53,0,0,1.0,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51
54,4,0,0.797845781482,0.0101268380671,0.0727408955524,0.0101268380671,0.0787791326304,0.0101268380671,0.0101268380671,0.0101268380671
55,0,0,1.0,4.00885328108e-65,9.20396800981e-66,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65
56,0,0,1.0,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51
57,0,2,0.104086362065,0.113710487395,0.709961491167,0.0144483318746,0.0144483318746,0.0144483318746,0.0144483318746,0.0144483318746
58,0,0,1.0,3.0090584927e-20,3.0090584927e-20,3.0090584927e-20,3.0090584927e-20,3.0090584927e-20,3.0090584927e-20,3.0090584927e-20
59,0,0,0.999999999989,1.61293431336e-12,1.61293431336e-12,1.61293431336e-12,1.61293431336e-12,1.61293431336e-12,1.61293431336e-12,1.61293431336e-12
60,1,0,0.999999741924,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08,3.68679917771e-08
61,1,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
62,0,0,1.0,3.38698465693e-257,7.90656580438e-258,3.38698465693e-257,3.38698465693e-257,3.38698465693e-257,3.38698465693e-257,3.38698465693e-257
63,1,0,0.773105486524,0.139045015555,0.0146415829869,0.0146415829869,0.0146415829869,0.0146415829869,0.0146415829869,0.0146415829869
64,0,0,0.999999544435,6.50806726339e-08,6.50806726339e-08,6.50806726339e-08,6.50806726339e-08,6.50806726339e-08,6.50806726339e-08,6.50806726339e-08
65,0,0,1.0,4.52008874316e-272,1.03596536603e-272,4.52008874316e-272,4.52008874316e-272,4.52008874316e-272,4.52008874316e-272,4.52008874316e-272
66,0,0,1.0,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51,1.1622035132e-51
67,0,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
68,0,0,0.999938609496,3.82258208728e-05,3.86078059838e-06,3.86078059838e-06,3.86078059838e-06,3.86078059838e-06,3.86078059838e-06,3.86078059838e-06
69,0,0,0.998072877408,0.00032057676946,3.66197490404e-06,0.00032057676946,0.00032057676946,0.00032057676946,0.00032057676946,0.00032057676946
70,0,0,0.996314638475,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905
71,0,0,1.0,4.52008874316e-272,1.03596536603e-272,4.52008874316e-272,4.52008874316e-272,4.52008874316e-272,4.52008874316e-272,4.52008874316e-272
72,1,0,0.895844196185,0.0614479090405,0.00711798246238,0.00711798246238,0.00711798246238,0.00711798246238,0.00711798246238,0.00711798246238
73,1,1,3.08660439048e-20,1.0,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20,3.08660439048e-20
74,0,0,0.29149983351,0.262534144688,0.0362510451231,0.0362510451231,0.0362510451231,0.264710796187,0.0362510451231,0.0362510451231
75,4,4,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.48409727101,0.275774549002,0.0400213633313,0.0400213633313
76,4,0,0.996314638475,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905
77,0,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
78,1,0,0.999999999996,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13
79,0,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
80,0,5,0.0444394469521,0.0444394469521,0.0444394469521,0.32916623601,0.0444394469521,0.404197082278,0.0444394469521,0.0444394469521
81,0,0,0.48409727101,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313
82,4,0,0.48409727101,0.0400213633313,0.0400213633313,0.0400213633313,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313
83,0,0,0.999999999999,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14,9.83532590767e-14
84,0,0,0.982168589519,0.000747073874139,0.00924933950966,0.000747073874139,0.0048467016009,0.000747073874139,0.000747073874139,0.000747073874139
85,6,0,0.999999999996,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13,5.95091300074e-13
86,6,4,1.332671312e-66,1.332671312e-66,3.06559712279e-67,1.332671312e-66,1.0,1.332671312e-66,1.332671312e-66,1.332671312e-66
87,4,4,0.0400213633313,0.0400213633313,0.275774549002,0.0400213633313,0.48409727101,0.0400213633313,0.0400213633313,0.0400213633313
88,4,1,1.332671312e-66,1.0,3.06559712279e-67,1.332671312e-66,1.332671312e-66,1.332671312e-66,1.332671312e-66,1.332671312e-66
89,4,1,0.0444394469521,0.404197082278,0.0444394469521,0.0444394469521,0.32916623601,0.0444394469521,0.0444394469521,0.0444394469521
90,4,0,0.946146237222,0.00321545971358,0.00321545971358,0.00321545971358,0.0345610044963,0.00321545971358,0.00321545971358,0.00321545971358
91,2,0,1.0,4.00885328108e-65,9.20396800981e-66,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65,4.00885328108e-65
92,4,4,0.0346524509468,0.246754358951,0.260101346519,0.0346524509468,0.319882039796,0.0346524509468,0.0346524509468,0.0346524509468
93,2,0,0.299290100101,0.263994349589,0.0362068415413,0.0362068415413,0.0362068415413,0.0362068415413,0.255681342604,0.0362068415413
94,1,0,0.895844196185,0.0614479090405,0.00711798246238,0.00711798246238,0.00711798246238,0.00711798246238,0.00711798246238,0.00711798246238
95,5,2,0.128987594637,0.0152722145978,0.779379117776,0.0152722145978,0.0152722145978,0.0152722145978,0.0152722145978,0.0152722145978
96,4,4,0.259790932318,0.0342393991577,0.239120598968,0.0342393991577,0.329891472926,0.0342393991577,0.0342393991577,0.0342393991577
97,0,0,0.999999800884,2.84451475127e-08,2.84451475127e-08,2.84451475127e-08,2.84451475127e-08,2.84451475127e-08,2.84451475127e-08,2.84451475127e-08
98,7,0,0.99846704956,0.000252955041478,0.000252955041478,0.000252955041478,0.000252955041478,0.000252955041478,1.52201910587e-05,0.000252955041478
99,0,0,0.99994128962,3.64870897989e-06,3.6818125772e-05,3.64870897989e-06,3.64870897989e-06,3.64870897989e-06,3.64870897989e-06,3.64870897989e-06
100,1,0,0.996314638475,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905,0.000526480217905
101,1,0,0.972811893768,0.0154864277177,0.00195027975235,0.00195027975235,0.00195027975235,0.00195027975235,0.00195027975235,0.00195027975235
102,1,4,0.0142490695241,0.139213403101,0.0142490695241,0.0142490695241,0.775292179754,0.0142490695241,0.0142490695241,0.0142490695241
103,0,4,0.26258643458,0.0358968416806,0.24980755312,0.0358968416806,0.308121803898,0.0358968416806,0.0358968416806,0.0358968416806
104,6,0,0.998072877408,0.00032057676946,3.66197490404e-06,0.00032057676946,0.00032057676946,0.00032057676946,0.00032057676946,0.00032057676946
105,1,0,0.779379117776,0.128987594637,0.0152722145978,0.0152722145978,0.0152722145978,0.0152722145978,0.0152722145978,0.0152722145978
106,1,1,0.261561385762,0.29236376822,0.264884110776,0.0362381470482,0.0362381470482,0.0362381470482,0.0362381470482,0.0362381470482
107,5,5,0.109733999616,0.0153301408697,0.117540623919,0.0153301408697,0.0153301408697,0.696074672116,0.0153301408697,0.0153301408697
108,5,4,0.0400213633313,0.275774549002,0.0400213633313,0.0400213633313,0.48409727101,0.0400213633313,0.0400213633313,0.0400213633313
109,0,0,0.414980967828,0.0345069918044,0.275827797246,0.0345069918044,0.0345069918044,0.136656275904,0.0345069918044,0.0345069918044
